Voltage	Acceleration	Displacement	Power
0.0004783	0.02707	-0.0001441	2.423E-8
0.0004484	0.03028	-0.0001323	3.371E-8
-0.0001407	0.03178	-0.0001124	3.508E-8
0.0009033	0.02902	-8.969E-5	2.09E-8
0.0005305	0.02269	-5.225E-5	1.782E-8
0.0002173	0.01582	-1.169E-5	3.469E-8
0.0002918	0.01026	3.589E-5	3.218E-8
0.000344	0.005133	8.481E-5	2.374E-8
-0.0001705	-0.001294	0.0001272	1.985E-8
0.0002993	-0.009129	0.0001618	2.015E-8
0.0001203	-0.01638	0.000192	1.217E-8
0.0001874	-0.0215	0.0002104	9.637E-9
0.0007467	-0.02502	0.0002292	1.228E-8
0.0003813	-0.02845	0.0002255	2.733E-9
0.0003813	-0.03152	0.0002187	4.495E-9
-0.0001257	-0.0319	0.0001977	5.307E-9
0.000523	-0.0278	0.0001671	4.638E-9
0.0005454	-0.02055	0.0001326	1.253E-9
0.0002993	-0.01324	9.085E-5	2.517E-9
0.0002844	-0.007701	5.073E-5	2.845E-9
0.000523	-0.002866	8.893E-6	4.014E-9
1.021E-6	0.003315	-2.929E-5	5.079E-9
0.0006647	0.01075	-5.926E-5	1.216E-9
0.0005678	0.01736	-8.73E-5	3.016E-9
0.0001651	0.02183	-0.0001091	3.816E-9
0.00062	0.02516	-0.0001191	3.493E-13
0.0003291	0.02838	-0.0001241	1.487E-10
0.0005976	0.03119	-0.0001143	1.253E-9
0.000344	0.03117	-9.237E-5	1.251E-12
0.0005752	0.02684	-6.799E-5	1.41E-11
0.0006423	0.01992	-3.257E-5	7.294E-12
-0.0001034	0.01332	1.024E-5	1.41E-11
0.0005305	0.008018	5.945E-5	7.926E-11
0.0001278	0.00269	9.532E-5	9.916E-11
0.0001874	-0.004315	0.0001404	5.603E-10
0.000523	-0.01213	0.0001669	3.992E-10
9.796E-5	-0.01878	0.0001965	3.992E-10
0.0005827	-0.02313	0.0002122	7.779E-10
0.0002844	-0.02638	0.0002206	6.159E-11
0.0001427	-0.02971	0.0002231	5.856E-10
0.0005901	-0.0321	0.0002035	2.348E-9
0.0002546	-0.03075	0.0001861	1.32E-9
0.000784	-0.02511	0.0001574	9E-10
0.0005752	-0.01754	0.0001151	2.1E-9
2.339E-5	-0.01092	7.272E-5	4.205E-10
0.00062	-0.005762	3.551E-5	1.207E-9
0.0001502	-0.0005717	-1.221E-5	1.82E-9
0.0001576	0.006288	-5.695E-5	9.916E-11
0.0005528	0.01362	-9.357E-5	4.187E-12
0.0003142	0.0193	-0.0001153	5.356E-10
0.0002918	0.0231	-0.000131	3.06E-9
0.0006274	0.02626	-0.0001364	1.207E-9
0.0004932	0.02968	-0.0001383	3.493E-13
0.0006498	0.03162	-0.000122	1.834E-11
0.0004112	0.02988	-9.312E-5	1.586E-10
0.0006647	0.02395	-5.979E-5	3.926E-11
0.0006796	0.01705	-1.743E-5	9.319E-10
