Voltage	Acceleration	Displacement	Power
0.0002844	0.338	-0.08025	2.489E-8
0.0007318	0.3335	-0.07406	3.199E-8
0.0002173	0.3276	-0.06783	3.469E-8
0.0007094	0.3196	-0.06154	3.124E-8
0.000523	0.3092	-0.05504	4.476E-8
0.0001651	0.3002	-0.04849	4.041E-8
0.0006498	0.2929	-0.04282	3.013E-8
0.0005081	0.2836	-0.03579	2.472E-8
-9.592E-5	0.2746	-0.02942	2.624E-8
0.0004857	0.266	-0.02312	2.833E-8
0.0003366	0.2552	-0.01628	2.277E-8
0.0006125	0.247	-0.009707	1.839E-8
0.0001502	0.2407	-0.003212	2.815E-8
0.0001203	0.2327	0.003701	2.573E-8
0.0007915	0.2251	0.01018	1.882E-8
-2.135E-5	0.2164	0.01698	2.214E-8
0.0003813	0.2037	0.02317	1.397E-8
0.0004932	0.1907	0.03038	2.374E-8
